Generation,Population 1
252,0.3325
253,0.3125
254,0.325
255,0.2925
256,0.3175
257,0.27
258,0.3025
259,0.3375
260,0.33
261,0.36
262,0.3075
263,0.34
264,0.3525
265,0.315
266,0.35
267,0.2925
268,0.355
269,0.3375
270,0.36
271,0.3125
272,0.3275
273,0.335
274,0.345
275,0.345
276,0.3575
277,0.325
278,0.3575
279,0.3775
280,0.33
281,0.345
282,0.39
283,0.4125
284,0.37
285,0.3625
286,0.3625
287,0.39
288,0.4075
289,0.2975
290,0.395
291,0.375
292,0.375
293,0.335
294,0.3325
295,0.345
296,0.335
297,0.3675
298,0.305
299,0.36
300,0.3125
301,0.3425
302,0.3125
303,0.3175
304,0.3775
305,0.2925
306,0.35
307,0.3075
308,0.3025
309,0.3825
310,0.3275
311,0.3425
312,0.3375
313,0.345
314,0.365
315,0.365
316,0.3775
317,0.305
318,0.3425
319,0.3
320,0.3425
321,0.395
322,0.3275
323,0.355
324,0.355
325,0.365
326,0.38
327,0.3575
328,0.365
329,0.375
330,0.335
331,0.3675
332,0.345
333,0.385
334,0.37
335,0.3625
336,0.3625
337,0.37
338,0.3875
339,0.3625
340,0.35
341,0.315
342,0.425
343,0.3375
344,0.3725
345,0.38
346,0.38
347,0.41
348,0.3675
349,0.4
350,0.405
351,0.36
352,0.345
353,0.4325
354,0.4025
355,0.3575
356,0.355
357,0.405
358,0.37
359,0.3725
360,0.4125
361,0.3525
362,0.415
363,0.3825
364,0.4325
365,0.3925
366,0.3525
367,0.4175
368,0.405
369,0.4025
370,0.3725
371,0.39
372,0.375
373,0.425
374,0.4325
375,0.4425
376,0.405
377,0.39
378,0.4275
379,0.365
380,0.4175
381,0.3875
382,0.38
383,0.4125
384,0.395
385,0.3675
386,0.3825
387,0.3875
388,0.4025
389,0.395
390,0.36
391,0.375
392,0.4075
393,0.4
394,0.44
395,0.4425
396,0.3675
397,0.4225
398,0.4125
399,0.4025
400,0.45
401,0.4025
402,0.375
403,0.415
404,0.4025
405,0.3775
406,0.4425
407,0.39
408,0.355
409,0.4475
410,0.465
411,0.4125
412,0.4275
413,0.44
414,0.42
415,0.4025
416,0.445
417,0.425
418,0.425
419,0.385
420,0.4325
421,0.415
422,0.4125
423,0.395
424,0.3975
425,0.425
426,0.3925
427,0.405
428,0.4425
429,0.395
430,0.42
431,0.4525
432,0.4325
433,0.44
434,0.4675
435,0.4575
436,0.445
437,0.4325
438,0.415
439,0.4275
440,0.425
441,0.455
442,0.415
443,0.435
444,0.44
445,0.4375
446,0.4175
447,0.3925
448,0.415
449,0.4375
450,0.425
451,0.4125
452,0.39
453,0.405
454,0.3875
455,0.4075
456,0.4225
457,0.4375
458,0.435
459,0.415
460,0.3825
461,0.435
462,0.4125
463,0.42
464,0.415
465,0.445
466,0.365
467,0.3675
468,0.3875
469,0.415
470,0.4225
471,0.395
472,0.4025
473,0.4225
474,0.445
475,0.4175
476,0.4475
477,0.4475
478,0.39
479,0.3975
480,0.465
481,0.405
482,0.4475
483,0.4525
484,0.395
485,0.425
486,0.4475
487,0.4
488,0.4475
489,0.4425
490,0.445
491,0.44
492,0.4225
493,0.37
494,0.3975
495,0.4375
496,0.3925
497,0.4375
498,0.42
499,0.43
500,0.4275
501,0.405
502,0.4675
503,0.375
504,0.425
505,0.435
506,0.445
507,0.385
508,0.415
509,0.4
510,0.4225
511,0.415
512,0.4075
513,0.4325
514,0.395
515,0.395
516,0.3875
517,0.4075
518,0.4375
519,0.3925
520,0.405
521,0.445
522,0.385
523,0.4075
524,0.475
525,0.4125
526,0.42
527,0.3525
528,0.415
529,0.435
530,0.4125
531,0.4325
532,0.3875
533,0.42
534,0.4175
535,0.4
536,0.4325
537,0.39
538,0.41
539,0.4525
540,0.4575
541,0.41
542,0.385
543,0.3925
544,0.3925
545,0.43
546,0.3775
547,0.4125
548,0.4375
549,0.4175
550,0.4
551,0.43
552,0.39
553,0.395
554,0.43
555,0.4275
556,0.45
557,0.4325
558,0.42
559,0.43
560,0.41
561,0.445
562,0.3875
563,0.435
564,0.4025
565,0.445
566,0.4125
567,0.4525
568,0.3875
569,0.4575
570,0.4575
571,0.4475
572,0.395
573,0.42
574,0.425
575,0.415
576,0.415
577,0.4025
578,0.4375
579,0.4525
580,0.4175
581,0.4025
582,0.4225
583,0.41
584,0.405
585,0.4075
586,0.45
587,0.4075
588,0.405
589,0.4325
590,0.38
591,0.425
592,0.4325
593,0.435
594,0.425
595,0.43
596,0.4425
597,0.385
598,0.4475
599,0.42
600,0.4275
601,0.4075
602,0.44
603,0.4125
604,0.415
605,0.4275
606,0.455
607,0.42
608,0.4175
609,0.42
610,0.4575
611,0.4025
612,0.38
613,0.405
614,0.4125
615,0.445
616,0.435
617,0.4325
618,0.42
619,0.415
620,0.4225
621,0.3925
622,0.445
623,0.405
624,0.365
625,0.3925
626,0.435
627,0.44
628,0.4325
629,0.42
630,0.475
631,0.39
632,0.4075
633,0.4325
634,0.4
635,0.4625
636,0.38
637,0.4375
638,0.4275
639,0.405
640,0.4025
641,0.47
642,0.43
643,0.445
644,0.43
645,0.4175
646,0.4075
647,0.425
648,0.365
649,0.4725
650,0.4525
651,0.43
652,0.435
653,0.415
654,0.3775
655,0.4475
656,0.41
657,0.41
658,0.4575
659,0.3925
660,0.445
661,0.4225
662,0.4875
663,0.42
664,0.42
665,0.405
666,0.4175
667,0.425
668,0.445
669,0.405
670,0.4075
671,0.4525
672,0.405
673,0.455
674,0.435
675,0.4625
676,0.4175
677,0.415
678,0.4225
679,0.425
680,0.4475
681,0.415
682,0.38
683,0.415
684,0.4
685,0.4575
686,0.4025
687,0.4125
688,0.445
689,0.455
690,0.395
691,0.4275
692,0.455
693,0.4225
694,0.43
695,0.4175
696,0.44
697,0.43
698,0.4425
699,0.48
700,0.4125
701,0.4275
702,0.4175
703,0.375
704,0.4225
705,0.3975
706,0.3675
707,0.4525
708,0.4075
709,0.45
710,0.4075
711,0.3925
712,0.3925
713,0.425
714,0.4425
715,0.44
716,0.41
717,0.45
718,0.425
719,0.465
720,0.435
721,0.395
722,0.415
723,0.4075
724,0.4
725,0.4125
726,0.43
727,0.4225
728,0.445
729,0.4375
730,0.4225
731,0.415
732,0.435
733,0.4275
734,0.3775
735,0.43
736,0.44
737,0.4175
738,0.405
739,0.4175
740,0.45
741,0.435
742,0.4075
743,0.4175
744,0.4275
745,0.395
746,0.44
747,0.4225
748,0.345
749,0.4
750,0.4175
751,0.4425
752,0.39
753,0.4325
754,0.46
755,0.3675
756,0.465
757,0.42
758,0.4425
759,0.395
760,0.41
761,0.425
762,0.405
763,0.425
764,0.4425
765,0.405
766,0.41
767,0.4225
768,0.3975
769,0.3875
770,0.41
771,0.4275
772,0.45
773,0.4025
774,0.3475
775,0.4275
776,0.44
777,0.4225
778,0.3975
779,0.4425
780,0.395
781,0.4
782,0.4125
783,0.455
784,0.4025
785,0.4575
786,0.425
787,0.415
788,0.4325
789,0.375
790,0.405
791,0.4575
792,0.4025
793,0.4375
794,0.4075
795,0.35
796,0.435
797,0.41
798,0.415
799,0.4425
800,0.4475
