Generation,Population 1,Population 2
1,0.05,0.04
2,0.07446808510638298,0.09433962264150944
3,0.08695652173913043,0.06481481481481481
4,0.11458333333333333,0.04807692307692308
5,0.06666666666666667,0.07272727272727272
6,0.08139534883720931,0.08771929824561403
7,0.023255813953488372,0.07017543859649122
8,0.08888888888888889,0.07272727272727272
9,0.0851063829787234,0.04716981132075472
10,0.1,0.03636363636363636
11,0.04054054054054054,0.0873015873015873
12,0.0945945945945946,0.05555555555555555
13,0.12195121951219512,0.13559322033898305
14,0.11538461538461539,0.11475409836065574
15,0.11538461538461539,0.09836065573770492
16,0.11842105263157894,0.08064516129032258
17,0.1282051282051282,0.07377049180327869
18,0.11428571428571428,0.13846153846153847
19,0.12162162162162163,0.047619047619047616
20,0.14473684210526316,0.10483870967741936
21,0.11842105263157894,0.08870967741935484
22,0.08823529411764706,0.13636363636363635
23,0.07142857142857142,0.1
24,0.12903225806451613,0.09420289855072464
25,0.08928571428571429,0.0625
26,0.1206896551724138,0.09859154929577464
27,0.15,0.10714285714285714
28,0.12903225806451613,0.07971014492753623
29,0.13513513513513514,0.11904761904761904
30,0.075,0.14166666666666666
31,0.15789473684210525,0.12903225806451613
32,0.14102564102564102,0.09016393442622951
33,0.11904761904761904,0.1206896551724138
34,0.10975609756097561,0.11016949152542373
35,0.11702127659574468,0.2358490566037736
36,0.13043478260869565,0.12962962962962962
37,0.2,0.11
38,0.17272727272727273,0.1111111111111111
39,0.19444444444444445,0.15217391304347827
40,0.1724137931034483,0.15476190476190477
41,0.25,0.13043478260869565
42,0.21551724137931033,0.16666666666666666
43,0.2,0.2
44,0.18571428571428572,0.08333333333333333
45,0.12,0.1
46,0.2,0.175
47,0.23809523809523808,0.28125
48,0.21604938271604937,0.13157894736842105
49,0.19375,0.075
50,0.15822784810126583,0.11904761904761904
51,0.21794871794871795,0.1590909090909091
52,0.15432098765432098,0.2631578947368421
53,0.18604651162790697,0.14285714285714285
54,0.125,0.08333333333333333
55,0.13068181818181818,0.125
56,0.13068181818181818,0.375
57,0.15517241379310345,0.07692307692307693
58,0.1130952380952381,0.09375
59,0.16455696202531644,0.2619047619047619
60,0.16,0.12
61,0.1282051282051282,0.06818181818181818
62,0.19753086419753085,0.05263157894736842
63,0.18823529411764706,0.13333333333333333
64,0.15432098765432098,0.05263157894736842
65,0.18354430379746836,0.14285714285714285
66,0.10843373493975904,0.17647058823529413
67,0.17682926829268292,0.1111111111111111
68,0.15476190476190477,0.09375
69,0.12643678160919541,0.19230769230769232
70,0.18604651162790697,0.03571428571428571
71,0.1839080459770115,0.15384615384615385
72,0.1781609195402299,0.15384615384615385
73,0.12222222222222222,0.15
74,0.1358695652173913,0.125
75,0.15555555555555556,0.15
76,0.1348314606741573,0.09090909090909091
77,0.14534883720930233,0.17857142857142858
78,0.15517241379310345,0.038461538461538464
79,0.18604651162790697,0.14285714285714285
80,0.1724137931034483,0.15384615384615385
81,0.14534883720930233,0.07142857142857142
82,0.17261904761904762,0.125
83,0.16265060240963855,0.058823529411764705
84,0.18023255813953487,0.03571428571428571
85,0.12941176470588237,0.06666666666666667
86,0.10112359550561797,0.13636363636363635
87,0.15384615384615385,0.1111111111111111
88,0.19230769230769232,0.3333333333333333
89,0.12365591397849462,0.2857142857142857
90,0.15591397849462366,0.0
91,0.13068181818181818,0.25
92,0.18333333333333332,0.2
93,0.14736842105263157,0.0
94,0.13829787234042554,0.16666666666666666
95,0.13978494623655913,0.07142857142857142
96,0.15760869565217392,0.0
97,0.16853932584269662,0.045454545454545456
98,0.1875,0.08333333333333333
99,0.16666666666666666,0.15384615384615385
100,0.1566265060240964,0.058823529411764705
101,0.20238095238095238,0.15625
102,0.125,0.08333333333333333
103,0.17261904761904762,0.09375
104,0.1686046511627907,0.10714285714285714
105,0.17647058823529413,0.16666666666666666
106,0.1781609195402299,0.11538461538461539
107,0.1781609195402299,0.15384615384615385
108,0.18181818181818182,0.125
109,0.14444444444444443,0.2
110,0.15384615384615385,0.16666666666666666
111,0.1935483870967742,0.07142857142857142
112,0.2074468085106383,0.25
113,0.19021739130434784,0.25
114,0.21022727272727273,0.16666666666666666
115,0.13793103448275862,0.19230769230769232
116,0.20833333333333334,0.03125
117,0.22093023255813954,0.14285714285714285
118,0.21666666666666667,0.2
119,0.19230769230769232,0.2777777777777778
120,0.19444444444444445,0.05
121,0.17045454545454544,0.08333333333333333
122,0.21739130434782608,0.125
123,0.1935483870967742,0.21428571428571427
124,0.15053763440860216,0.14285714285714285
125,0.17553191489361702,0.08333333333333333
126,0.18229166666666666,0.125
127,0.171875,0.0
128,0.18556701030927836,0.0
129,0.16145833333333334,0.25
130,0.16494845360824742,0.0
131,0.12371134020618557,0.0
132,0.14795918367346939,0.0
133,0.1836734693877551,0.0
134,0.13917525773195877,0.16666666666666666
135,0.20618556701030927,0.3333333333333333
136,0.18041237113402062,0.0
137,0.17857142857142858,0.0
138,0.17525773195876287,0.16666666666666666
139,0.19072164948453607,0.0
140,0.211340206185567,0.0
141,0.15463917525773196,0.16666666666666666
142,0.15306122448979592,0.25
143,0.18181818181818182,0.5
144,0.17,0.0
145,0.205,0.0
146,0.16336633663366337,0.0
147,0.2107843137254902,0.0
148,0.17475728155339806,0.0
149,0.1941747572815534,0.0
150,0.17307692307692307,0.0
151,0.1380952380952381,0.5
152,0.12264150943396226,0.0
153,0.19158878504672897,0.0
154,0.18055555555555555,0.0
155,0.13761467889908258,0.0
156,0.1651376146788991,0.0
157,0.17727272727272728,0.0
158,0.14864864864864866,0.0
159,0.20535714285714285,0.0
160,0.17256637168141592,0.0
161,0.1902654867256637,0.0
162,0.14473684210526316,0.0
163,0.11946902654867257,0.0
164,0.11061946902654868,0.0
165,0.1391304347826087,0.0
166,0.1724137931034483,0.0
167,0.13675213675213677,0.0
168,0.15384615384615385,0.0
169,0.19658119658119658,0.0
170,0.16666666666666666,0.5
171,0.13135593220338984,0.0
172,0.11016949152542373,0.0
173,0.15546218487394958,0.0
174,0.1864406779661017,0.0
175,0.1625,0.0
176,0.1652892561983471,0.0
177,0.17768595041322313,0.0
178,0.21074380165289255,0.5
179,0.1652892561983471,0.0
180,0.2231404958677686,0.0
181,0.2,0.0
182,0.175,0.0
183,0.2231404958677686,0.0
184,0.13934426229508196,0.0
185,0.21721311475409835,0.0
186,0.1991869918699187,0.0
187,0.15447154471544716,0.0
188,0.18032786885245902,0.0
189,0.2032520325203252,0.0
190,0.15447154471544716,0.0
191,0.13414634146341464,0.0
192,0.18292682926829268,0.0
193,0.20967741935483872,0.0
194,0.17338709677419356,0.0
195,0.192,0.0
196,0.15476190476190477,0.0
197,0.15354330708661418,0.0
198,0.1328125,0.0
199,0.17054263565891473,0.0
200,0.21705426356589147,0.5
