Generation,Population 1
307,0.3825
308,0.3475
309,0.3425
310,0.3825
311,0.35
312,0.3625
313,0.3375
314,0.375
315,0.39
316,0.345
317,0.365
318,0.3675
319,0.3575
320,0.3325
321,0.355
322,0.3775
323,0.3075
324,0.3775
325,0.3575
326,0.3225
327,0.3275
328,0.305
329,0.3425
330,0.3225
331,0.355
332,0.34
333,0.3025
334,0.32
335,0.315
336,0.305
337,0.295
338,0.3475
339,0.315
340,0.3475
341,0.3175
342,0.3275
343,0.31
344,0.3425
345,0.305
346,0.2725
347,0.3725
348,0.3025
349,0.305
350,0.32
351,0.3125
352,0.335
353,0.3575
354,0.3225
355,0.3075
356,0.32
357,0.3075
358,0.355
359,0.3175
360,0.3075
361,0.3575
362,0.365
363,0.355
364,0.335
365,0.3575
366,0.335
367,0.335
368,0.35
369,0.3725
370,0.3125
371,0.325
372,0.365
373,0.3425
374,0.2825
375,0.335
376,0.3675
377,0.32
378,0.3675
379,0.3675
380,0.32
381,0.3375
382,0.3425
383,0.3475
384,0.325
385,0.305
386,0.29
387,0.32
388,0.3225
389,0.3025
390,0.3375
391,0.32
392,0.3425
393,0.3625
394,0.285
395,0.3725
396,0.31
397,0.33
398,0.365
399,0.335
400,0.35
401,0.345
402,0.365
403,0.3625
404,0.335
405,0.3425
406,0.355
407,0.3625
408,0.365
409,0.34
410,0.3375
411,0.35
412,0.37
413,0.34
414,0.3825
415,0.3525
416,0.36
417,0.3525
418,0.2775
419,0.33
420,0.3025
421,0.2625
422,0.3075
423,0.3
424,0.355
425,0.325
426,0.3325
427,0.325
428,0.3425
429,0.355
430,0.3425
431,0.2975
432,0.3625
433,0.3125
434,0.3425
435,0.265
436,0.32
437,0.3325
438,0.335
439,0.285
440,0.3475
441,0.335
442,0.33
443,0.3325
444,0.3275
445,0.405
446,0.3475
447,0.335
448,0.3075
449,0.3525
450,0.3325
451,0.3125
452,0.3275
453,0.3725
454,0.37
455,0.345
456,0.345
457,0.33
458,0.3475
459,0.3575
460,0.355
461,0.3725
462,0.34
463,0.34
464,0.35
465,0.3625
466,0.31
467,0.3425
468,0.335
469,0.3175
470,0.325
471,0.35
472,0.335
473,0.365
474,0.2825
475,0.3575
476,0.3425
477,0.3275
478,0.3725
479,0.395
480,0.34
481,0.345
482,0.35
483,0.3325
484,0.28
485,0.3675
486,0.375
487,0.325
488,0.3375
489,0.3275
490,0.355
491,0.3225
492,0.3125
493,0.3275
494,0.3225
495,0.3075
496,0.305
497,0.3175
498,0.35
499,0.3375
500,0.3575
501,0.3325
502,0.31
503,0.325
504,0.375
505,0.3275
506,0.335
507,0.3525
508,0.3875
509,0.345
510,0.3425
511,0.335
512,0.375
513,0.3275
514,0.3225
515,0.375
516,0.325
517,0.3675
518,0.3025
519,0.36
520,0.34
521,0.335
522,0.385
523,0.3325
524,0.3825
525,0.3525
526,0.36
527,0.3675
528,0.3625
529,0.355
530,0.33
531,0.3825
532,0.3675
533,0.335
534,0.37
535,0.345
536,0.3225
537,0.335
538,0.36
539,0.3175
540,0.31
541,0.3625
542,0.3475
543,0.3525
544,0.3475
545,0.3625
546,0.3225
547,0.3575
548,0.3275
549,0.3525
550,0.335
551,0.3375
552,0.3125
553,0.3
554,0.355
555,0.3425
556,0.3375
557,0.3425
558,0.35
559,0.36
560,0.3225
561,0.355
562,0.335
563,0.3425
564,0.345
565,0.33
566,0.38
567,0.345
568,0.35
569,0.3
570,0.3775
571,0.345
572,0.325
573,0.3425
574,0.3175
575,0.33
576,0.37
577,0.3375
578,0.355
579,0.345
580,0.3375
581,0.355
582,0.3025
583,0.3525
584,0.345
585,0.3225
586,0.365
587,0.3775
588,0.3775
589,0.3575
590,0.335
591,0.345
592,0.3425
593,0.335
594,0.3275
595,0.3125
596,0.32
597,0.3225
598,0.3375
599,0.3475
600,0.335
601,0.3325
602,0.34
603,0.33
604,0.335
605,0.365
606,0.325
607,0.325
608,0.37
609,0.3325
610,0.34
611,0.3325
612,0.35
613,0.36
614,0.33
615,0.345
616,0.325
617,0.3725
618,0.34
619,0.38
620,0.375
621,0.3425
622,0.36
623,0.2925
624,0.33
625,0.3775
626,0.3425
627,0.355
628,0.3275
629,0.3075
630,0.315
631,0.3525
632,0.325
633,0.3475
634,0.29
635,0.3325
636,0.3775
637,0.3725
638,0.2975
639,0.3375
640,0.3825
641,0.34
642,0.335
643,0.38
644,0.3475
645,0.3675
646,0.3625
647,0.385
648,0.3525
649,0.34
650,0.3525
651,0.37
652,0.3425
653,0.3375
654,0.35
655,0.3325
656,0.3325
657,0.315
658,0.3575
659,0.2925
660,0.325
661,0.37
662,0.3625
663,0.3625
664,0.315
665,0.325
666,0.3325
667,0.35
668,0.3675
669,0.305
670,0.355
671,0.3475
672,0.2975
673,0.335
674,0.335
675,0.355
676,0.35
677,0.3525
678,0.3575
679,0.335
680,0.355
681,0.365
682,0.37
683,0.3125
684,0.3175
685,0.3425
686,0.365
687,0.3675
688,0.3575
689,0.3375
690,0.355
691,0.3425
692,0.32
693,0.3625
694,0.3475
695,0.355
696,0.3525
697,0.38
698,0.345
699,0.3225
700,0.3775
701,0.3375
702,0.355
703,0.35
704,0.2975
705,0.3525
706,0.4
707,0.3225
708,0.34
709,0.3475
710,0.3725
711,0.3375
712,0.345
713,0.3325
714,0.3575
715,0.31
716,0.365
717,0.3575
718,0.3225
719,0.365
720,0.4125
721,0.345
722,0.35
723,0.375
724,0.37
725,0.355
726,0.325
727,0.3475
728,0.34
729,0.345
730,0.325
731,0.365
732,0.36
733,0.3025
734,0.3725
735,0.3875
736,0.3225
737,0.3575
738,0.32
739,0.32
740,0.3475
741,0.3425
742,0.345
743,0.3475
744,0.325
745,0.31
746,0.33
747,0.3475
748,0.3475
749,0.3525
750,0.3375
751,0.4025
752,0.355
753,0.345
754,0.3525
755,0.355
756,0.37
757,0.3275
758,0.3625
759,0.3075
760,0.35
761,0.3975
762,0.3175
763,0.29
764,0.39
765,0.345
766,0.36
767,0.29
768,0.3675
769,0.355
770,0.3425
771,0.355
772,0.3425
773,0.3675
774,0.3225
775,0.35
776,0.2925
777,0.3675
778,0.34
779,0.345
780,0.31
781,0.38
782,0.31
783,0.315
784,0.335
785,0.33
786,0.3275
787,0.365
788,0.3675
789,0.375
790,0.3525
791,0.3375
792,0.3625
793,0.365
794,0.35
795,0.3425
796,0.3875
797,0.325
798,0.3525
799,0.3525
800,0.3525
